user_id,timestamp,text,audience,geotag,has_media,contains_url,is_reply,is_repost,language,privacy_risk_score,drift_phase,user_archetype,was_compromised,pii_signals
u01_maya,2025-09-24 07:50:58,ok but coffee + first pumpkin-spice sightings. feeling tired. #selfcare (video),public,False,True,False,False,False,en,0.113,baseline,Stable/Normal,False,[]
u01_maya,2025-09-25 13:27:06,sunset + back-to-work. feeling happy. #fall,public,False,False,False,True,False,en,0.135,baseline,Stable/Normal,False,[]
u01_maya,2025-09-25 07:03:37,ok but sunset + late-summer. feeling chill. #travel,custom_group,False,False,False,False,False,en,0.129,baseline,Stable/Normal,False,[]
u01_maya,2025-09-25 19:54:35,@team coffee + still warm. feeling meh. #coding,public,False,False,False,True,False,en,0.063,baseline,Stable/Normal,False,[]
u01_maya,2025-09-27 18:49:36,food + late-summer. feeling meh. #update,friends,False,False,False,False,False,en,0.099,baseline,Stable/Normal,False,[]
u01_maya,2025-09-28 08:38:03,commute + back-to-work. feeling grateful. #gym,public,False,False,False,False,False,en,0.173,baseline,Stable/Normal,False,[]
u01_maya,2025-09-28 07:58:04,ok but meeting + first pumpkin-spice sightings. feeling over it. #coding,friends,False,False,False,False,False,en,0.0,baseline,Stable/Normal,False,[]
u01_maya,2025-09-29 19:14:21,small win: playlist + late-summer. feeling excited. #lol,public,False,False,False,False,False,en,0.0,baseline,Stable/Normal,False,[]
u01_maya,2025-09-29 18:29:48,lowkey weekend + still warm. feeling meh. #selfcare [pic],custom_group,False,True,False,False,False,en,0.105,baseline,Stable/Normal,False,[]
u01_maya,2025-09-29 12:35:50,book + first pumpkin-spice sightings. feeling chill. #update 😂,public,False,True,False,False,False,en,0.04,baseline,Stable/Normal,False,[]
u01_maya,2025-09-30 12:49:21,gym + still warm. feeling chill. #WFH,friends,False,False,False,False,False,en,0.126,baseline,Stable/Normal,False,[]
u01_maya,2025-10-01 18:05:19,lowkey food + leaves everywhere. feeling anxious. #WFH buenas noches 📸,public,False,True,False,False,False,es,0.082,baseline,Stable/Normal,False,[]
u01_maya,2025-10-04 20:39:08,lowkey movie + spooky season. feeling meh. #update,friends,False,False,False,False,False,en,0.155,baseline,Stable/Normal,False,[]
u01_maya,2025-10-04 20:12:23,lowkey commute + crispy mornings. feeling over it. #lol,friends,False,False,False,False,False,en,0.033,baseline,Stable/Normal,False,[]
u01_maya,2025-10-06 09:57:32,small win: gym + crispy mornings. feeling grateful. #selfcare,public,False,True,False,False,False,en,0.03,baseline,Stable/Normal,False,[]
u01_maya,2025-10-06 19:44:53,small win: meme + crispy mornings. feeling pumped. #MondayMood,friends,False,False,False,False,False,en,0.129,baseline,Stable/Normal,False,[]
u01_maya,2025-10-09 19:31:38,food + spooky season. feeling stressed. #travel,friends,False,False,False,False,False,en,0.065,baseline,Stable/Normal,False,[]
u01_maya,2025-10-10 19:22:15,food + leaves everywhere. feeling tired. #family,public,False,True,False,False,True,en,0.054,baseline,Stable/Normal,False,[]
u01_maya,2025-10-10 21:32:25,lowkey work + leaves everywhere. feeling grateful. #coding,custom_group,False,False,False,False,False,en,0.063,baseline,Stable/Normal,False,[]
u01_maya,2025-10-11 13:51:05,lowkey sunset + sweater weather. feeling pumped. #gym 🤦‍♂️,friends,False,False,False,False,False,en,0.066,baseline,Stable/Normal,False,[]
u01_maya,2025-10-12 19:03:04,lowkey playlist + leaves everywhere. feeling meh. #MondayMood,custom_group,False,False,False,False,False,en,0.096,baseline,Stable/Normal,False,[]
u01_maya,2025-10-12 07:23:25,ok but dog + leaves everywhere. feeling excited. #MondayMood,friends,False,False,False,False,False,en,0.025,baseline,Stable/Normal,False,[]
u01_maya,2025-10-15 18:05:51,ok but gym + leaves everywhere. feeling anxious. #lol 📸,public,False,True,False,False,False,en,0.1,baseline,Stable/Normal,False,[]
u01_maya,2025-10-19 21:08:39,commute + sweater weather. feeling over it. #selfcare,friends,False,True,False,False,False,en,0.018,baseline,Stable/Normal,False,[]
u01_maya,2025-10-24 20:53:07,small win: movie + leaves everywhere. feeling meh. #family (video),friends,False,True,False,False,False,en,0.116,baseline,Stable/Normal,False,[]
u01_maya,2025-10-27 18:57:38,ok but coffee + sweater weather. feeling excited. #MondayMood,friends,False,False,False,False,False,en,0.07,baseline,Stable/Normal,False,[]
u01_maya,2025-10-28 18:10:28,lowkey meme + crispy mornings. feeling grateful. #family,friends,False,False,False,False,False,en,0.094,baseline,Stable/Normal,False,[]
u01_maya,2025-10-29 07:24:55,lowkey movie + spooky season. feeling chill. #update,friends,False,False,False,False,False,en,0.081,baseline,Stable/Normal,False,[]
u01_maya,2025-10-29 13:56:53,lowkey walk + leaves everywhere. feeling tired. #WFH,public,False,False,False,False,False,en,0.078,baseline,Stable/Normal,False,[]
u01_maya,2025-10-30 18:39:07,small win: meeting + sweater weather. feeling chill. #family ...,friends,False,False,False,False,False,en,0.0,baseline,Stable/Normal,False,[]
u01_maya,2025-10-31 09:25:39,ok but playlist + leaves everywhere. feeling anxious. #lol,friends,False,False,False,False,True,en,0.057,baseline,Stable/Normal,False,[]
u01_maya,2025-11-01 19:49:37,small win: recipe + short days. feeling meh. #lol ...,custom_group,False,False,False,False,False,en,0.113,baseline,Stable/Normal,False,[]
u01_maya,2025-11-01 20:47:46,playlist + cozy vibes. feeling grateful. #lol,friends,False,False,False,False,False,en,0.043,baseline,Stable/Normal,False,[]
u01_maya,2025-11-03 21:17:35,ok but commute + cozy vibes. feeling stressed. #fall,custom_group,False,False,False,False,False,en,0.044,baseline,Stable/Normal,False,[]
u01_maya,2025-11-03 21:05:22,lowkey recipe + thankful. feeling grateful. #fall,friends,False,False,False,False,True,en,0.059,baseline,Stable/Normal,False,[]
u01_maya,2025-11-05 07:49:08,sunset + cozy vibes. feeling happy. #selfcare,public,False,False,False,False,False,en,0.007,baseline,Stable/Normal,False,[]
u01_maya,2025-11-06 08:58:02,lowkey movie + pre-holiday chaos. feeling stressed. #MondayMood,custom_group,False,False,False,False,False,en,0.149,baseline,Stable/Normal,False,[]
u01_maya,2025-11-07 19:41:16,small win: weekend + short days. feeling stressed. #update,custom_group,False,False,False,False,False,en,0.052,baseline,Stable/Normal,False,[]
u01_maya,2025-11-07 08:48:17,ok but coffee + thankful. feeling stressed. #family,friends,False,False,False,False,False,en,0.012,baseline,Stable/Normal,False,[]
u01_maya,2025-11-08 13:29:47,ok but Late at the office today—launch review w/ Jules. not naming the company bc… you know.,friends,False,True,False,False,False,en,0.27,mild,Stable/Normal,False,"['workplace', 'first_name']"
u01_maya,2025-11-08 07:13:45,lowkey Late at the office today—launch review w/ Rae. not naming the company bc… you know. 😬 ??,public,False,False,False,False,False,en,0.382,mild,Stable/Normal,False,"['workplace', 'first_name']"
u01_maya,2025-11-08 07:59:30,"Early flight tomorrow (5am 😭). If I’m slow to reply, that’s why.",public,False,False,False,False,False,en,0.249,mild,Stable/Normal,False,['schedule']
u01_maya,2025-11-11 08:00:48,meme + thankful. feeling anxious. #travel,friends,False,True,False,False,False,en,0.06,baseline,Stable/Normal,False,[]
u01_maya,2025-11-11 18:28:38,work + cozy vibes. feeling over it. #selfcare,friends,False,False,False,False,False,en,0.128,baseline,Stable/Normal,False,[]
u01_maya,2025-11-13 13:26:19,ok but walk + short days. feeling pumped. #gym,friends,False,False,False,False,False,en,0.105,baseline,Stable/Normal,False,[]
u01_maya,2025-11-14 08:54:45,small win: work + pre-holiday chaos. feeling anxious. #travel,friends,False,True,False,False,False,en,0.085,baseline,Stable/Normal,False,[]
u01_maya,2025-11-16 08:48:37,small win: book + pre-holiday chaos. feeling chill. #coding,public,False,False,False,False,False,en,0.064,baseline,Stable/Normal,False,[]
u01_maya,2025-11-16 12:41:22,ok but laundry + thankful. feeling anxious. #selfcare,friends,False,False,False,False,False,en,0.159,baseline,Stable/Normal,False,[]
u01_maya,2025-11-17 12:09:12,ok but meeting + cozy vibes. feeling pumped. #fall,custom_group,False,False,False,False,False,en,0.109,baseline,Stable/Normal,False,[]
u01_maya,2025-11-21 20:41:03,work + short days. feeling tired. #travel 🫠,custom_group,True,False,False,False,True,en,0.123,baseline,Stable/Normal,False,[]
u01_maya,2025-11-24 09:32:52,lowkey music + cozy vibes. feeling excited. #lol,custom_group,False,False,False,False,False,en,0.165,baseline,Stable/Normal,False,[]
u01_maya,2025-11-24 21:41:48,meeting + short days. feeling over it. #travel 🫠,friends,False,False,False,False,False,en,0.116,baseline,Stable/Normal,False,[]
u01_maya,2025-11-25 09:59:04,ok but Late at the office today—launch review w/ Jules. not naming the company bc… you know. — anyway,friends,False,False,False,False,False,en,0.208,mild,Stable/Normal,False,"['workplace', 'first_name']"
u01_maya,2025-11-27 09:06:27,small win: weekend + short days. feeling pumped. #update,friends,False,False,False,False,False,en,0.05,baseline,Stable/Normal,False,[]
u01_maya,2025-11-28 09:15:45,coding + short days. feeling meh. #travel ?? [pic],friends,False,True,False,False,False,en,0.007,baseline,Stable/Normal,False,[]
u01_maya,2025-11-29 07:38:50,ok but coffee + pre-holiday chaos. feeling stressed. #travel [pic],custom_group,False,True,False,True,False,en,0.103,baseline,Stable/Normal,False,[]
u01_maya,2025-11-30 09:15:46,lowkey meme + cozy vibes. feeling excited. #gym,public,False,False,False,False,False,en,0.032,baseline,Stable/Normal,False,[]
u01_maya,2025-12-02 09:47:44,lowkey weekend + end-of-year sprint. feeling over it. #coding,friends,False,False,False,False,False,en,0.038,baseline,Stable/Normal,False,[]
u01_maya,2025-12-03 19:50:50,lowkey food + hot cocoa weather. feeling stressed. #fall,custom_group,False,False,False,False,False,en,0.085,baseline,Stable/Normal,False,[]
u01_maya,2025-12-04 07:49:15,ok but work + end-of-year sprint. feeling pumped. #travel,public,False,False,False,False,False,en,0.093,baseline,Stable/Normal,False,[]
u01_maya,2025-12-06 07:06:18,lowkey music + cold air. feeling meh. #family (video),friends,False,True,False,False,False,en,0.134,baseline,Stable/Normal,False,[]
u01_maya,2025-12-08 21:15:33,@you small win: weekend + end-of-year sprint. feeling anxious. #travel,public,False,False,False,True,False,en,0.162,baseline,Stable/Normal,False,[]
u01_maya,2025-12-09 07:55:34,small win: weekend + holiday lights. feeling grateful. #selfcare,friends,False,False,False,False,False,en,0.132,baseline,Stable/Normal,False,[]
u01_maya,2025-12-10 18:05:43,small win: music + holiday lights. feeling grateful. #coding,custom_group,False,False,False,False,False,en,0.095,baseline,Stable/Normal,False,[]
u01_maya,2025-12-12 07:20:53,lowkey Late at the office today—launch review w/ Jules. not naming the company bc… you know.,custom_group,False,True,False,False,True,en,0.261,mild,Stable/Normal,False,"['workplace', 'first_name']"
u01_maya,2025-12-14 19:36:47,lowkey music + cold air. feeling stressed. #lol buenas noches,friends,False,False,False,False,False,es,0.17,baseline,Stable/Normal,False,[]
u02_jordan,2025-09-01 19:13:51,besties first pumpkin-spice sightings energy!! movie + pumped vibes. #gym,friends,False,False,False,False,False,en,0.007,baseline,Oversharer,False,[]
u02_jordan,2025-09-02 12:03:17,okay soooo back-to-work energy!! dog + meh vibes. #family,public,False,False,False,False,False,en,0.077,baseline,Oversharer,False,[]
u02_jordan,2025-09-03 18:55:49,omg first pumpkin-spice sightings energy!! laundry + excited vibes. #lol,friends,False,False,False,False,True,en,0.0,baseline,Oversharer,False,[]
u02_jordan,2025-09-04 12:07:59,okay soooo first pumpkin-spice sightings energy!! meme + tired vibes. #travel,friends,False,False,False,True,False,en,0.134,baseline,Oversharer,False,[]
u02_jordan,2025-09-06 07:06:00,okay soooo first pumpkin-spice sightings energy!! gym + meh vibes. #update 🤷‍♀️,public,False,False,False,False,False,en,0.006,baseline,Oversharer,False,[]
u02_jordan,2025-09-09 19:08:41,okay soooo late-summer energy!! playlist + pumped vibes. #MondayMood 📸,friends,False,True,False,False,False,en,0.07,baseline,Oversharer,False,[]
u02_jordan,2025-09-10 09:05:15,besties late-summer energy!! commute + grateful vibes. #lol,friends,False,False,False,False,True,en,0.069,baseline,Oversharer,False,[]
u02_jordan,2025-09-10 12:53:36,pls still warm energy!! walk + meh vibes. #selfcare 😂 je suis crevé,friends,False,True,False,False,False,fr,0.102,baseline,Oversharer,False,[]
u02_jordan,2025-09-10 19:34:20,pls late-summer energy!! commute + over it vibes. #fall,public,False,False,False,False,False,en,0.125,baseline,Oversharer,False,[]
u02_jordan,2025-09-10 08:08:47,besties late-summer energy!! coffee + chill vibes. #travel 📸,friends,False,True,False,False,False,en,0.153,baseline,Oversharer,False,[]
u02_jordan,2025-09-10 20:00:15,omg first pumpkin-spice sightings energy!! laundry + over it vibes. #gym ✨,public,False,True,False,False,False,en,0.008,baseline,Oversharer,False,[]
u02_jordan,2025-09-11 20:55:18,besties still warm energy!! gym + anxious vibes. #selfcare,friends,False,False,False,False,False,en,0.0,baseline,Oversharer,False,[]
u02_jordan,2025-09-11 07:34:22,omg still warm energy!! coffee + over it vibes. #coding,public,False,False,False,False,False,en,0.191,baseline,Oversharer,False,[]
u02_jordan,2025-09-12 07:08:40,@friend pls late-summer energy!! work + over it vibes. #gym,public,False,True,False,True,False,en,0.068,baseline,Oversharer,False,[]
u02_jordan,2025-09-12 08:19:29,besties late-summer energy!! gym + meh vibes. #coding 🤷‍♀️,public,False,False,False,True,False,en,0.142,baseline,Oversharer,False,[]
u02_jordan,2025-09-12 12:51:50,okay soooo late-summer energy!! coffee + tired vibes. #fall,public,False,False,False,False,False,en,0.132,baseline,Oversharer,False,[]
u02_jordan,2025-09-14 07:29:03,okay soooo first pumpkin-spice sightings energy!! meeting + happy vibes. #MondayMood,friends,False,False,False,False,False,en,0.068,baseline,Oversharer,False,[]
u02_jordan,2025-09-14 18:51:33,okay soooo late-summer energy!! meeting + chill vibes. #selfcare,friends,False,True,False,False,False,en,0.19,baseline,Oversharer,False,[]
u02_jordan,2025-09-14 18:17:34,omg back-to-work energy!! meeting + chill vibes. #gym ?? bref,public,False,False,False,False,False,fr,0.115,baseline,Oversharer,False,[]
u02_jordan,2025-09-14 20:12:51,okay soooo still warm energy!! movie + chill vibes. #MondayMood on y va [pic],friends,False,True,False,False,False,fr,0.003,baseline,Oversharer,False,[]
u02_jordan,2025-09-16 18:59:39,besties back-to-work energy!! movie + over it vibes. #coding,friends,False,False,False,False,False,en,0.182,baseline,Oversharer,False,[]
u02_jordan,2025-09-16 19:15:22,besties back-to-work energy!! gym + chill vibes. #selfcare,friends,False,False,False,False,False,en,0.113,baseline,Oversharer,False,[]
u02_jordan,2025-09-17 13:55:36,okay soooo back-to-work energy!! meme + excited vibes. #MondayMood,friends,False,False,False,False,False,en,0.095,baseline,Oversharer,False,[]
u02_jordan,2025-09-18 09:12:26,besties still warm energy!! commute + grateful vibes. #WFH,public,False,False,False,False,False,en,0.002,baseline,Oversharer,False,[]
u02_jordan,2025-09-19 13:57:42,besties late-summer energy!! walk + over it vibes. #gym (video),public,False,True,False,False,False,en,0.012,baseline,Oversharer,False,[]
u02_jordan,2025-09-21 13:34:43,pls back-to-work energy!! recipe + stressed vibes. #WFH 🫠,friends,False,True,False,False,False,fr,0.111,baseline,Oversharer,False,[]
u02_jordan,2025-09-24 18:51:04,omg first pumpkin-spice sightings energy!! walk + over it vibes. #lol,public,False,True,False,False,False,en,0.116,baseline,Oversharer,False,[]
u02_jordan,2025-09-28 09:34:56,besties first pumpkin-spice sightings energy!! coding + over it vibes. #selfcare,friends,False,False,False,False,False,en,0.18,baseline,Oversharer,False,[]
u02_jordan,2025-10-02 19:19:19,besties crispy mornings energy!! music + grateful vibes. #gym,friends,False,False,False,False,False,en,0.105,baseline,Oversharer,False,[]
u02_jordan,2025-10-04 09:32:25,okay soooo sweater weather energy!! movie + grateful vibes. #fall [pic],friends,False,True,False,False,False,en,0.078,baseline,Oversharer,False,[]
u02_jordan,2025-10-04 09:53:57,besties sweater weather energy!! commute + tired vibes. #travel,public,False,False,False,False,False,en,0.03,baseline,Oversharer,False,[]
u02_jordan,2025-10-04 21:45:45,besties crispy mornings energy!! meeting + chill vibes. #selfcare,public,False,False,False,False,False,en,0.067,baseline,Oversharer,False,[]
u02_jordan,2025-10-05 09:17:16,besties spooky season energy!! food + anxious vibes. #fall,friends,False,False,False,False,True,en,0.119,baseline,Oversharer,False,[]
u02_jordan,2025-10-08 08:46:45,okay soooo crispy mornings energy!! laundry + anxious vibes. #coding,friends,False,False,False,False,False,en,0.156,baseline,Oversharer,False,[]
u02_jordan,2025-10-09 20:23:16,besties crispy mornings energy!! music + happy vibes. #MondayMood,friends,False,True,False,False,False,en,0.077,baseline,Oversharer,False,[]
u02_jordan,2025-10-09 12:20:55,okay soooo sweater weather energy!! recipe + chill vibes. #gym,friends,False,False,False,False,False,en,0.017,baseline,Oversharer,False,[]
u02_jordan,2025-10-10 12:00:57,besties spooky season energy!! coffee + tired vibes. #fall,friends,False,False,False,False,False,en,0.137,baseline,Oversharer,False,[]
u02_jordan,2025-10-10 21:31:22,okay soooo spooky season energy!! meeting + tired vibes. #fall,friends,False,False,False,False,True,en,0.0,baseline,Oversharer,False,[]
u02_jordan,2025-10-10 07:07:26,pls crispy mornings energy!! music + anxious vibes. #coding,public,False,False,False,False,False,en,0.117,baseline,Oversharer,False,[]
u02_jordan,2025-10-11 19:31:12,okay soooo Met Ben (the neighbor) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,public,False,False,False,False,False,en,0.307,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-11 08:18:16,pls Met Zoe (the neighbor) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow. !!,friends,False,False,False,False,False,en,0.303,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-11 12:53:24,pls Met Mia (the barista) today & we talked WAY too long 😂 also i might be at 'Central Tower' again tomorrow.,public,False,False,False,False,False,en,0.455,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-12 07:41:20,omg Met Mia (my cousin) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,public,False,False,False,False,False,en,0.348,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-12 09:32:14,pls Met Ben (my cousin) today & we talked WAY too long 😂 also i might be at 'Central Tower' again tomorrow. /s,public,False,False,False,False,False,en,0.408,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-14 09:52:03,okay soooo Met Ben (teh neighbor) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow. je suis crevé,public,False,False,False,False,False,fr,0.333,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-15 20:13:29,okay soooo Met Mia (my cousin) 2day & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,False,False,False,False,en,0.44,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-17 12:38:38,besties Met Zoe (my cousin) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,public,False,False,False,False,False,en,0.306,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-24 18:58:43,okay soooo Met Mia (the neighbor) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,False,False,False,False,en,0.442,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-25 09:16:09,omg Met Zoe (my cousin) today & we talked WAY too long 😂 also i might be at 'Central Tower' again tomorrow. [pic],public,False,True,False,False,False,en,0.29,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-26 18:49:55,pls Met Noah (the barista) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,True,False,False,False,en,0.315,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-26 07:59:40,besties Met Zoe (the barista) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,False,False,False,False,en,0.375,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-26 18:07:42,besties Met Noah (my new team lead) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,False,False,False,False,en,0.271,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-27 19:34:00,omg Met Noah (my cousin) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,False,False,False,False,en,0.404,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-28 07:43:07,omg Met Mia (the neighbor) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow. 😬 !!,friends,False,False,False,False,False,en,0.429,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-30 20:41:23,omg Met Ben (my new team lead) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,False,False,False,False,en,0.437,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-30 12:35:04,besties Met Ben (the neighbor) 2day & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,public,False,False,False,False,False,en,0.385,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-30 08:14:45,pls Met Ben (my cousin) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,False,False,False,False,en,0.438,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-10-31 19:37:25,okay soooo Met Ben (the barista) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,public,False,False,False,False,False,en,0.381,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-11-01 08:36:42,okay soooo Met Ben (the barista) today & we talked WAY too long 😂 also i might be at 'Central Tower' again tomorrow. 🙃,friends,False,True,False,False,False,en,0.395,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-11-02 12:37:41,omg Met Ben (the neighbor) 2day & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,friends,False,False,False,False,False,en,0.306,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-11-03 18:30:43,pls Met Ben (my new team lead) today & we talked WAY too long 😂 also I might be at 'Central Tower' again tomorrow.,public,False,False,False,False,False,en,0.405,mild,Oversharer,False,"['first_name', 'location', 'workplace']"
u02_jordan,2025-11-08 08:38:30,"pls lol I just paid rent ($1,850) 😭 heading to Portland next week—any recs? link: https:///example..com",friends,True,False,True,False,False,en,0.626,moderate,Oversharer,False,"['financial', 'location']"
u02_jordan,2025-11-09 18:57:38,omg pre-holiday chaos energy!! playlist + over it vibes. #family,friends,False,False,False,False,False,en,0.157,baseline,Oversharer,False,[]
u02_jordan,2025-11-11 18:50:00,omg short days energy!! meeting + grateful vibes. #family,public,False,False,False,False,False,en,0.024,baseline,Oversharer,False,[]
u02_jordan,2025-11-20 21:36:22,"pls lol I just paid rent ($3,200) 😭 heading to Portland next week—any recs? link: http://example.com/?q=coffee c'est la vie [pic]",friends,False,True,True,False,False,fr,0.625,moderate,Oversharer,False,"['financial', 'location']"
u02_jordan,2025-11-21 21:52:11,"pls lol I just paid rent ($1,850) 😭 heading to Austin next week—any recs? link: http://example.com/?q=coffee je suis crevé",friends,True,False,True,False,False,fr,0.688,moderate,Oversharer,False,"['financial', 'location']"
u02_jordan,2025-11-21 09:52:17,okay soooo lol I just paid rent ($5k) 😭 heading to Denver next week—any recs? link: https://blog.example/posts/42,public,False,False,True,False,False,en,0.621,moderate,Oversharer,False,"['financial', 'location']"
u02_jordan,2025-11-22 07:07:16,omg lol I just paid rent ($5k) 😭 heading 2 Chicago next week—any recs? link: https://github.com/example/repo,friends,False,False,True,False,False,en,0.571,moderate,Oversharer,False,"['financial', 'location']"
u02_jordan,2025-11-24 08:53:15,"besties lol I just paid rent ($3,200) 😭 heading to Chicago next week—any recs? link: https://blog.example/posts/42",public,False,True,True,False,False,en,0.697,moderate,Oversharer,False,"['financial', 'location']"
u02_jordan,2025-11-27 18:29:20,"omg If anyone needs to reach me: (555) 01?-33?9. I'm home near 5th & Pine today, dealing with strep. pls be kind.",private,False,False,False,False,False,en,0.924,strong,Oversharer,False,"['contact', 'location', 'health']"
u02_jordan,2025-11-28 08:27:54,"pls If anyone needs to reach me: (555) 01?-33?9. I'm home unit #12 today, dealing with bloodwork came back weird. pls be kind.",public,False,False,False,False,False,en,0.969,strong,Oversharer,False,"['contact', 'location', 'health']"
